Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,h,w,c,k,r,s,p,q,g,pad_h,pad_w,stride_h,stride_w,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x4_nhwc_single_group_align8,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.7308,202.356,25045
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x4_nhwc_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.92453,194.395,24059.7
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x4_nhwc_single_group_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.90909,195.007,24135.4
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x4_nhwc_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.48635,174.489,21595.9
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x4_nhwc_single_group_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.49494,174.216,21562.2
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_align8,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.72927,202.421,25053.1
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_single_group_align8,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.73616,202.127,25016.6
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.98185,192.159,23782.9
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_single_group_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.97388,192.467,23821
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.58751,171.33,21204.9
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_32x5_nhwc_single_group_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.59339,171.15,21182.7
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_align8,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.78932,199.883,24739
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_single_group_align8,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,4.79294,199.732,24720.3
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.29478,180.802,22377.3
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_single_group_align4,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,5.16558,185.324,22937
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,16.1396,59.3142,7341.14
1,CUTLASS,conv2d,cutlass_tensorop_bf16_s16816fprop_optimized_bf16_128x128_64x3_nhwc_single_group_align2,passed,success,fprop,8,224,224,128,128,3,3,224,224,1,1,1,1,1,1,1,bf16:nhwc,bf16:nhwc,bf16:nhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,64,3,2,2,1,16,8,16,80,1024,1027899392,118482796544,115,16.4054,58.3532,7222.2
